name	title	source	organism	experiment	well	individual	batch	description	molecule	processed1	processed2	processed3	processed4	processed5	processed6	raw
Sample 0889	03052018-C01-NA18517	LCL-derived iPSC	Homo sapiens	03052018	C01	NA18517	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-C01-NA18517.fastq.gz
Sample 0890	03052018-C02-NA19203	LCL-derived iPSC	Homo sapiens	03052018	C02	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-C02-NA19203.fastq.gz
Sample 0891	03052018-C03-NA18859	LCL-derived iPSC	Homo sapiens	03052018	C03	NA18859	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-C03-NA18859.fastq.gz
Sample 0892	03052018-C04-NA18859	LCL-derived iPSC	Homo sapiens	03052018	C04	NA18859	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-C04-NA18859.fastq.gz
Sample 0893	03052018-C05-NA18517	LCL-derived iPSC	Homo sapiens	03052018	C05	NA18517	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-C05-NA18517.fastq.gz
Sample 0894	03052018-C06-NA18517	LCL-derived iPSC	Homo sapiens	03052018	C06	NA18517	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-C06-NA18517.fastq.gz
Sample 0895	03052018-C07-NA18517	LCL-derived iPSC	Homo sapiens	03052018	C07	NA18517	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-C07-NA18517.fastq.gz
Sample 0896	03052018-C08-NA18517	LCL-derived iPSC	Homo sapiens	03052018	C08	NA18517	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-C08-NA18517.fastq.gz
Sample 0897	03052018-C09-NA19203	LCL-derived iPSC	Homo sapiens	03052018	C09	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-C09-NA19203.fastq.gz
Sample 0898	03052018-C10-NA19159	LCL-derived iPSC	Homo sapiens	03052018	C10	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-C10-NA19159.fastq.gz
Sample 0899	03052018-C11-NA18859	LCL-derived iPSC	Homo sapiens	03052018	C11	NA18859	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-C11-NA18859.fastq.gz
Sample 0900	03052018-C12-NA19159	LCL-derived iPSC	Homo sapiens	03052018	C12	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-C12-NA19159.fastq.gz
Sample 0901	03052018-D01-NA19203	LCL-derived iPSC	Homo sapiens	03052018	D01	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-D01-NA19203.fastq.gz
Sample 0902	03052018-D02-NA19203	LCL-derived iPSC	Homo sapiens	03052018	D02	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-D02-NA19203.fastq.gz
Sample 0903	03052018-D03-NA18517	LCL-derived iPSC	Homo sapiens	03052018	D03	NA18517	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-D03-NA18517.fastq.gz
Sample 0904	03052018-D04-NA18517	LCL-derived iPSC	Homo sapiens	03052018	D04	NA18517	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-D04-NA18517.fastq.gz
Sample 0905	03052018-D05-NA18859	LCL-derived iPSC	Homo sapiens	03052018	D05	NA18859	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-D05-NA18859.fastq.gz
Sample 0906	03052018-D06-NA19203	LCL-derived iPSC	Homo sapiens	03052018	D06	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-D06-NA19203.fastq.gz
Sample 0907	03052018-D07-NA18859	LCL-derived iPSC	Homo sapiens	03052018	D07	NA18859	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-D07-NA18859.fastq.gz
Sample 0908	03052018-D08-NA18859	LCL-derived iPSC	Homo sapiens	03052018	D08	NA18859	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-D08-NA18859.fastq.gz
Sample 0909	03052018-D09-NA19159	LCL-derived iPSC	Homo sapiens	03052018	D09	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-D09-NA19159.fastq.gz
Sample 0910	03052018-D10-NA18859	LCL-derived iPSC	Homo sapiens	03052018	D10	NA18859	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-D10-NA18859.fastq.gz
Sample 0911	03052018-D11-NA19159	LCL-derived iPSC	Homo sapiens	03052018	D11	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-D11-NA19159.fastq.gz
Sample 0912	03052018-D12-NA18859	LCL-derived iPSC	Homo sapiens	03052018	D12	NA18859	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-D12-NA18859.fastq.gz
Sample 0913	03052018-E01-NA19203	LCL-derived iPSC	Homo sapiens	03052018	E01	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-E01-NA19203.fastq.gz
Sample 0914	03052018-E02-NA19159	LCL-derived iPSC	Homo sapiens	03052018	E02	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-E02-NA19159.fastq.gz
Sample 0915	03052018-E03-NA19203	LCL-derived iPSC	Homo sapiens	03052018	E03	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-E03-NA19203.fastq.gz
Sample 0916	03052018-E04-NA19203	LCL-derived iPSC	Homo sapiens	03052018	E04	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-E04-NA19203.fastq.gz
Sample 0917	03052018-E05-NA18517	LCL-derived iPSC	Homo sapiens	03052018	E05	NA18517	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-E05-NA18517.fastq.gz
Sample 0918	03052018-E06-NA19203	LCL-derived iPSC	Homo sapiens	03052018	E06	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-E06-NA19203.fastq.gz
Sample 0919	03052018-E07-NA18517	LCL-derived iPSC	Homo sapiens	03052018	E07	NA18517	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-E07-NA18517.fastq.gz
Sample 0920	03052018-E08-NA18859	LCL-derived iPSC	Homo sapiens	03052018	E08	NA18859	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-E08-NA18859.fastq.gz
Sample 0921	03052018-E09-NA18859	LCL-derived iPSC	Homo sapiens	03052018	E09	NA18859	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-E09-NA18859.fastq.gz
Sample 0922	03052018-E10-NA18517	LCL-derived iPSC	Homo sapiens	03052018	E10	NA18517	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-E10-NA18517.fastq.gz
Sample 0923	03052018-E11-NA18517	LCL-derived iPSC	Homo sapiens	03052018	E11	NA18517	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-E11-NA18517.fastq.gz
Sample 0924	03052018-E12-NA19203	LCL-derived iPSC	Homo sapiens	03052018	E12	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-E12-NA19203.fastq.gz
Sample 0925	03052018-F01-NA19203	LCL-derived iPSC	Homo sapiens	03052018	F01	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-F01-NA19203.fastq.gz
Sample 0926	03052018-F02-NA19203	LCL-derived iPSC	Homo sapiens	03052018	F02	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-F02-NA19203.fastq.gz
Sample 0927	03052018-F03-NA18859	LCL-derived iPSC	Homo sapiens	03052018	F03	NA18859	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-F03-NA18859.fastq.gz
Sample 0928	03052018-F04-NA18859	LCL-derived iPSC	Homo sapiens	03052018	F04	NA18859	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-F04-NA18859.fastq.gz
Sample 0929	03052018-F05-NA18859	LCL-derived iPSC	Homo sapiens	03052018	F05	NA18859	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-F05-NA18859.fastq.gz
Sample 0930	03052018-F06-NA19203	LCL-derived iPSC	Homo sapiens	03052018	F06	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-F06-NA19203.fastq.gz
Sample 0931	03052018-F07-NA19203	LCL-derived iPSC	Homo sapiens	03052018	F07	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-F07-NA19203.fastq.gz
Sample 0932	03052018-F08-NA19203	LCL-derived iPSC	Homo sapiens	03052018	F08	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-F08-NA19203.fastq.gz
Sample 0933	03052018-F09-NA19159	LCL-derived iPSC	Homo sapiens	03052018	F09	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-F09-NA19159.fastq.gz
Sample 0934	03052018-F10-NA18859	LCL-derived iPSC	Homo sapiens	03052018	F10	NA18859	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-F10-NA18859.fastq.gz
Sample 0935	03052018-F11-NA18859	LCL-derived iPSC	Homo sapiens	03052018	F11	NA18859	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-F11-NA18859.fastq.gz
Sample 0936	03052018-F12-NA18859	LCL-derived iPSC	Homo sapiens	03052018	F12	NA18859	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-F12-NA18859.fastq.gz
Sample 0937	03052018-G01-NA18517	LCL-derived iPSC	Homo sapiens	03052018	G01	NA18517	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-G01-NA18517.fastq.gz
Sample 0938	03052018-G02-NA19159	LCL-derived iPSC	Homo sapiens	03052018	G02	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-G02-NA19159.fastq.gz
Sample 0939	03052018-G03-NA18517	LCL-derived iPSC	Homo sapiens	03052018	G03	NA18517	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-G03-NA18517.fastq.gz
Sample 0940	03052018-G04-NA18859	LCL-derived iPSC	Homo sapiens	03052018	G04	NA18859	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-G04-NA18859.fastq.gz
Sample 0941	03052018-G05-NA18859	LCL-derived iPSC	Homo sapiens	03052018	G05	NA18859	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-G05-NA18859.fastq.gz
Sample 0942	03052018-G06-NA19159	LCL-derived iPSC	Homo sapiens	03052018	G06	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-G06-NA19159.fastq.gz
Sample 0943	03052018-G07-NA18517	LCL-derived iPSC	Homo sapiens	03052018	G07	NA18517	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-G07-NA18517.fastq.gz
Sample 0944	03052018-G08-NA19203	LCL-derived iPSC	Homo sapiens	03052018	G08	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-G08-NA19203.fastq.gz
Sample 0945	03052018-G09-NA19203	LCL-derived iPSC	Homo sapiens	03052018	G09	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-G09-NA19203.fastq.gz
Sample 0946	03052018-G10-NA18517	LCL-derived iPSC	Homo sapiens	03052018	G10	NA18517	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-G10-NA18517.fastq.gz
Sample 0947	03052018-G11-NA19159	LCL-derived iPSC	Homo sapiens	03052018	G11	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-G11-NA19159.fastq.gz
Sample 0948	03052018-G12-NA19159	LCL-derived iPSC	Homo sapiens	03052018	G12	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-G12-NA19159.fastq.gz
Sample 0949	03052018-H01-NA19203	LCL-derived iPSC	Homo sapiens	03052018	H01	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-H01-NA19203.fastq.gz
Sample 0950	03052018-H02-NA19159	LCL-derived iPSC	Homo sapiens	03052018	H02	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-H02-NA19159.fastq.gz
Sample 0951	03052018-H03-NA19159	LCL-derived iPSC	Homo sapiens	03052018	H03	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-H03-NA19159.fastq.gz
Sample 0952	03052018-H04-NA19203	LCL-derived iPSC	Homo sapiens	03052018	H04	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-H04-NA19203.fastq.gz
Sample 0953	03052018-H05-NA18859	LCL-derived iPSC	Homo sapiens	03052018	H05	NA18859	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-H05-NA18859.fastq.gz
Sample 0954	03052018-H06-NA18517	LCL-derived iPSC	Homo sapiens	03052018	H06	NA18517	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-H06-NA18517.fastq.gz
Sample 0955	03052018-H07-NA19203	LCL-derived iPSC	Homo sapiens	03052018	H07	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-H07-NA19203.fastq.gz
Sample 0956	03052018-H08-NA18517	LCL-derived iPSC	Homo sapiens	03052018	H08	NA18517	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-H08-NA18517.fastq.gz
Sample 0957	03052018-H09-NA18859	LCL-derived iPSC	Homo sapiens	03052018	H09	NA18859	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-H09-NA18859.fastq.gz
Sample 0958	03052018-H10-NA19203	LCL-derived iPSC	Homo sapiens	03052018	H10	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-H10-NA19203.fastq.gz
Sample 0959	03052018-H11-NA18859	LCL-derived iPSC	Homo sapiens	03052018	H11	NA18859	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-H11-NA18859.fastq.gz
Sample 0960	03052018-H12-NA19203	LCL-derived iPSC	Homo sapiens	03052018	H12	NA19203	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03052018-H12-NA19203.fastq.gz
Sample 0961	03062018-A01-NA18505	LCL-derived iPSC	Homo sapiens	03062018	A01	NA18505	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03062018-A01-NA18505.fastq.gz
Sample 0962	03062018-A02-NA18505	LCL-derived iPSC	Homo sapiens	03062018	A02	NA18505	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03062018-A02-NA18505.fastq.gz
Sample 0963	03062018-A03-NA18522	LCL-derived iPSC	Homo sapiens	03062018	A03	NA18522	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03062018-A03-NA18522.fastq.gz
Sample 0964	03062018-A04-NA18522	LCL-derived iPSC	Homo sapiens	03062018	A04	NA18522	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03062018-A04-NA18522.fastq.gz
Sample 0965	03062018-A05-NA18522	LCL-derived iPSC	Homo sapiens	03062018	A05	NA18522	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03062018-A05-NA18522.fastq.gz
Sample 0966	03062018-A06-NA18505	LCL-derived iPSC	Homo sapiens	03062018	A06	NA18505	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03062018-A06-NA18505.fastq.gz
Sample 0967	03062018-A07-NA18505	LCL-derived iPSC	Homo sapiens	03062018	A07	NA18505	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03062018-A07-NA18505.fastq.gz
Sample 0968	03062018-A08-NA19159	LCL-derived iPSC	Homo sapiens	03062018	A08	NA19159	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03062018-A08-NA19159.fastq.gz
Sample 0969	03062018-A09-NA18522	LCL-derived iPSC	Homo sapiens	03062018	A09	NA18522	b6		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	03062018-A09-NA18522.fastq.gz
